"unitid","institution name","year","HD2024.FIPS state code","HD2024.Degree-granting status","HD2024.Institution size category","HD2024.State abbreviation","HD2024.FIPS state code","HD2024.Bureau of Economic Analysis (BEA) regions","HD2024.Sector of institution","HD2024.Degree of urbanization (Urban-centric locale)","HD2024.Institutional category","HD2024.Carnegie Classification 2021: Basic","DRVC2024.Certificates of less than 1 year","DRVC2024.Certificate of less than 12 weeks","DRVC2024.Certificate of at least 12 weeks, but less than 1 year","DRVC2024.Certificates of 1 but less than 2 years","DRVC2024.Certificates of 2 but less than 4 years","DRVC2024.Number of students receiving certificates of less than 12 weeks","DRVC2024.Number of students receiving certificates of at least 12 weeks, but less than 1 year","DRVC2024.Number of students receiving a certificate of 1 but less than 4 years"
"418296","Indian Capital Technology Center-Muskogee","2024","Oklahoma","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Public, 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","1237","12","0","0","1249"
"418302","Western Technology Center","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Public, less-than 2-year","Rural: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","38","0","38","193","0","0","38","193"
"418320","Mid-America Technology Center","2024","Oklahoma","Nondegree-granting, primarily postsecondary","1,000 - 4,999","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Public, less-than 2-year","Rural: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","200","0","200","283","0","0","200","283"
"418348","Eastern Oklahoma County Technology Center","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","259","0","259","107","0","0","259","107"
"418357","Wes Watkins Technology Center","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Public, less-than 2-year","Rural: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","15","0","15","59","0","0","15","59"
"418409","York County School of Technology-Adult & Continuing Education","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","118","118","0","245","0","118","0","245"
"418427","Chester County Intermediate Unit","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","38","0","0","0","38"
"418445","Jefferson County Dubois Area Vocational Technical Practical Nursing Program","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Rural: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","30","0","0","0","30"
"418454","Greater Johnstown Career and Technology Center","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","61","0","61","26","0","0","61","26"
"418481","Mifflin County Academy of Science and Technology","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","19","0","0","0","19"
"418515","Lenape Technical School Practical Nursing Program","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","40","0","0","0","40"
"418524","Venango County Area Vocational Technical School","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Town: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","29","0","0","0","29"
"418542","Lebanon County Area Vocational Technical School","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Not applicable","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Suburb: Small","Not applicable","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"418560","Indiana County Technology Center","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","8","0","8","27","0","0","8","27"
"418588","Northern Tier Career Center","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","18","0","0","0","18"
"418612","Hazleton Area Career Center","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Suburb: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","6","0","0","0","6"
"418658","All-State Career School-Pittsburgh","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","278","0","278","55","0","0","278","55"
"418913","Pipo Academy of Hair Design","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","2","0","0","0","2"
"418968","Tint School of Makeup and Cosmetology-Dallas","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","118","0","118","47","0","0","118","47"
"419031","United Technical Center","2024","West Virginia","Nondegree-granting, primarily postsecondary","Under 1,000","West Virginia","West Virginia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","30","0","0","0","21"
"419095","Charles H McCann Technical School","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","45","0","0","0","45"
"419183","Central California School of Continuing Education","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","25","26","0","0","51"
"419217","HCA Florida Mercy Hospital School of Practical Nursing","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","27","0","0","0","27"
"419226","Marion Technical College","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","407","150","257","131","19","147","224","150"
"419235","Rivertown School of Beauty Barber Skin Care and Nails","2024","Georgia","Nondegree-granting, primarily postsecondary","Under 1,000","Georgia","Georgia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","19","0","19","47","0","0","18","47"
"419253","Illinois Media School","2024","Illinois","Nondegree-granting, primarily postsecondary","Under 1,000","Illinois","Illinois","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","10","0","10","61","0","0","10","61"
"419280","New Dimensions School of Hair Design","2024","Missouri","Nondegree-granting, primarily postsecondary","Under 1,000","Missouri","Missouri","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","15","0","0","1","15"
"419420","Putnam Career and Technical Center","2024","West Virginia","Nondegree-granting, primarily postsecondary","Under 1,000","West Virginia","West Virginia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Public, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","48","0","48","5","0","0","48","5"
"419484","Crawford County Career and Technical Center Practical Nursing Program","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","7","0","0","0","7"
"419633","Texas College of Cosmetology-San Angelo","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","33","0","33","41","0","0","33","41"
"420130","Prism Career Institute-Cherry Hill","2024","New Jersey","Nondegree-granting, primarily postsecondary","Under 1,000","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","14","0","14","135","0","0","14","135"
"420343","Lincoln Technical Institute-Mahwah","2024","New Jersey","Nondegree-granting, primarily postsecondary","1,000 - 4,999","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","482","76","0","0","558"
"420468","Western Suffolk BOCES","2024","New York","Nondegree-granting, primarily postsecondary","Under 1,000","New York","New York","Mid East (DE, DC, MD, NJ, NY, PA)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","8","0","8","38","100","0","8","138"
"420981","Manhattan School of Computer Technology","2024","New York","Nondegree-granting, primarily postsecondary","1,000 - 4,999","New York","New York","Mid East (DE, DC, MD, NJ, NY, PA)","Private not-for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","152","0","152","52","0","0","152","52"
"421610","Paul Mitchell the School-St. George","2024","Utah","Nondegree-granting, primarily postsecondary","Under 1,000","Utah","Utah","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","34","0","34","33","0","0","34","33"
"421665","Cadillac Institute of Cosmetology","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","18","0","0","1","18"
